Gebiet Name,GEBIET_NAME-3,Indikator Jahr,Year,Benzin,Benzin Car,Benzin Car %,Diesel,Diesel Car,Diesel Car %,Elektro,Elektro Car,Elektro Car %,Hybrid,Hybrid Car,Hybrid Car %,Motorad,Motorrad Neu,Motorradp1000,neu Pw pro 1000,Other motor car,Other motor Car %,Othermotor,PW,Pw neu,Unfall pro 1000
Wallisellen,Wallisellen,01.01.2021,01.01.2021,60,5455.2,54.552,31.7,2882.164,28.82164,2.3,209.116,2.09116,5.5,500.06,5.0006,1213,103,70.6,39.5,45.46,0.4546,0.5,9092,679,20
Wallisellen,Wallisellen,01.01.2022,01.01.2022,58.2,5233.344,52.33344,30.4,2733.568,27.33568,3.2,287.744,2.87744,7.7,692.384,6.92384,1150,71,66.7,32.3,44.96,0.4496,0.5,8992,556,18.6
,Wallisellen,,01.01.2023,56.4,5058.516,50.58516,28.5,2556.165,25.56165,4.4,394.636,3.94636,10.3,923.807,9.23807,1169,65,67.7,34.1,44.845,0.44845,0.5,8969,590,
,Wasterkingen,,01.01.2002,96.5,308.8,3.088,3.5,11.2,0.112,0,0,0,0,0,0,43,3,74.3,34.5,0,0,0,320,20,
,Wasterkingen,,01.01.2003,95.1,298.614,2.98614,4.9,15.386,0.15386,0,0,0,0,0,0,52,5,90.3,29.5,0,0,0,314,17,
,Wasterkingen,,01.01.2004,94.8,316.632,3.16632,5.2,17.368,0.17368,0,0,0,0,0,0,63,6,108.1,37.7,0,0,0,334,22,
,Wasterkingen,,01.01.2005,93.7,306.399,3.06399,6.3,20.601,0.20601,0,0,0,0,0,0,62,4,107.1,24.2,0,0,0,327,14,
,Wasterkingen,,01.01.2006,90.4,288.376,2.88376,9.6,30.624,0.30624,0,0,0,0,0,0,59,5,106.3,41.4,0,0,0,319,23,
,Wasterkingen,,01.01.2007,90.4,297.416,2.97416,9.3,30.597,0.30597,0,0,0,0,0,0,63,5,113.5,21.6,0.987,0.00987,0.3,329,12,
,Wasterkingen,,01.01.2008,88.3,286.092,2.86092,11,35.64,0.3564,0,0,0,0,0,0,66,3,118.5,19.7,1.944,0.01944,0.6,324,11,
,Wasterkingen,,01.01.2009,86.4,289.44,2.8944,13.3,44.555,0.44555,0,0,0,0,0,0,62,6,111.7,25.2,1.005,0.01005,0.3,335,14,
Wasterkingen,Wasterkingen,01.01.2010,01.01.2010,85.4,284.382,2.84382,14,46.62,0.4662,0,0,0,0.6,1.998,0.01998,69,6,125.9,31,0,0,0,333,17,1.8
Wasterkingen,Wasterkingen,01.01.2011,01.01.2011,83.2,284.544,2.84544,15.6,53.352,0.53352,0,0,0,1.2,4.104,0.04104,73,3,130.6,28.6,0,0,0,342,16,0
Wasterkingen,Wasterkingen,01.01.2012,01.01.2012,81.8,276.484,2.76484,17,57.46,0.5746,0,0,0,1.2,4.056,0.04056,77,8,140.8,47.5,0,0,0,338,26,3.7
Wasterkingen,Wasterkingen,01.01.2013,01.01.2013,79.7,279.747,2.79747,19.5,68.445,0.68445,0,0,0,0.9,3.159,0.03159,85,5,155.4,36.6,0,0,0,351,20,1.7
Wasterkingen,Wasterkingen,01.01.2014,01.01.2014,77.8,287.86,2.8786,21.4,79.18,0.7918,0,0,0,0.8,2.96,0.0296,80,3,139.9,26.2,0,0,0,370,15,5.3
Wasterkingen,Wasterkingen,01.01.2015,01.01.2015,77.4,288.702,2.88702,22,82.06,0.8206,0,0,0,0.5,1.865,0.01865,77,3,135.6,37,0,0,0,373,21,0
Wasterkingen,Wasterkingen,01.01.2016,01.01.2016,72.6,268.62,2.6862,27.1,100.27,1.0027,0,0,0,0.3,1.11,0.0111,89,5,155.3,43.6,0,0,0,370,25,0
Wasterkingen,Wasterkingen,01.01.2017,01.01.2017,71.6,257.76,2.5776,28.1,101.16,1.0116,0,0,0,0.3,1.08,0.0108,88,7,157.4,19.7,0,0,0,360,11,3.5
Wasterkingen,Wasterkingen,01.01.2018,01.01.2018,67.5,243.675,2.43675,31.9,115.159,1.15159,0,0,0,0.6,2.166,0.02166,89,3,155.1,29.6,0,0,0,361,17,1.8
Wasterkingen,Wasterkingen,01.01.2019,01.01.2019,65.2,234.72,2.3472,33.4,120.24,1.2024,0.6,2.16,0.0216,0.6,2.16,0.0216,86,6,155.2,19.9,1.08,0.0108,0.3,360,11,0
Wasterkingen,Wasterkingen,01.01.2020,01.01.2020,63.5,226.695,2.26695,33.4,119.238,1.19238,1.1,3.927,0.03927,1.7,6.069,0.06069,81,3,144.6,30.4,1.071,0.01071,0.3,357,17,3.5
Wasterkingen,Wasterkingen,01.01.2021,01.01.2021,63.4,234.58,2.3458,30.1,111.37,1.1137,1.6,5.92,0.0592,4.6,17.02,0.1702,78,3,138.3,30.1,1.11,0.0111,0.3,370,17,1.7
Wasterkingen,Wasterkingen,01.01.2022,01.01.2022,61.1,232.791,2.32791,29.2,111.252,1.11252,2.9,11.049,0.11049,6.6,25.146,0.25146,78,3,133.3,20.5,1.143,0.01143,0.3,381,12,0
,Wasterkingen,,01.01.2023,60.1,224.774,2.24774,27.9,104.346,1.04346,3.8,14.212,0.14212,8,29.92,0.2992,83,7,141.4,23.9,1.122,0.01122,0.3,374,14,
,Wil,,01.01.2002,93.7,665.27,6.6527,6.2,44.02,0.4402,0,0,0,0,0,0,125,9,95.5,42,0.71,0.0071,0.1,710,55,
,Wil,,01.01.2003,93.7,677.451,6.77451,6.3,45.549,0.45549,0,0,0,0,0,0,122,8,94.3,27.8,0,0,0,723,36,
,Wil,,01.01.2004,91.6,669.596,6.69596,8.4,61.404,0.61404,0,0,0,0,0,0,124,9,97.3,38.5,0,0,0,731,49,
,Wil,,01.01.2005,91.1,667.763,6.67763,8.8,64.504,0.64504,0,0,0,0,0,0,131,7,102.3,38.3,0.733,0.00733,0.1,733,49,
,Wil,,01.01.2006,90.2,665.676,6.65676,9.6,70.848,0.70848,0,0,0,0.1,0.738,0.00738,129,9,102.1,33.3,0.738,0.00738,0.1,738,42,
,Wil,,01.01.2007,85.9,628.788,6.28788,13.4,98.088,0.98088,0,0,0,0.3,2.196,0.02196,145,5,114.9,30.9,2.928,0.02928,0.4,732,39,
,Wil,,01.01.2008,84.6,629.424,6.29424,14.5,107.88,1.0788,0,0,0,0.5,3.72,0.0372,142,12,110.9,44.5,2.976,0.02976,0.4,744,57,
,Wil,,01.01.2009,84.3,642.366,6.42366,14.7,112.014,1.12014,0,0,0,0.7,5.334,0.05334,137,9,107.7,25.9,2.286,0.02286,0.3,762,33,
Wil,Wil,01.01.2010,01.01.2010,82.4,618,6.18,16.4,123,1.23,0,0,0,0.7,5.25,0.0525,153,11,118.2,30.9,3.75,0.0375,0.5,750,40,11.7
Wil,Wil,01.01.2011,01.01.2011,80.1,615.168,6.15168,18.7,143.616,1.43616,0,0,0,0.8,6.144,0.06144,148,9,115.5,36.7,3.072,0.03072,0.4,768,47,6.2
Wil,Wil,01.01.2012,01.01.2012,77.1,602.922,6.02922,21.8,170.476,1.70476,0,0,0,0.8,6.256,0.06256,152,4,117.3,50.2,3.128,0.03128,0.4,782,65,10.8
Wil,Wil,01.01.2013,01.01.2013,74.9,596.953,5.96953,23.9,190.483,1.90483,0.1,0.797,0.00797,0.8,6.376,0.06376,159,12,122.5,40.8,2.391,0.02391,0.3,797,53,8.4
Wil,Wil,01.01.2014,01.01.2014,72.3,592.137,5.92137,26.2,214.578,2.14578,0.2,1.638,0.01638,1.1,9.009,0.09009,161,10,122.7,38.1,0.819,0.00819,0.1,819,50,13.3
Wil,Wil,01.01.2015,01.01.2015,71.2,589.536,5.89536,27.4,226.872,2.26872,0.4,3.312,0.03312,1,8.28,0.0828,164,4,121.4,29.6,0.828,0.00828,0.1,828,40,11.6
Wil,Wil,01.01.2016,01.01.2016,69.5,584.495,5.84495,28.9,243.049,2.43049,0.2,1.682,0.01682,1.1,9.251,0.09251,161,9,117.1,33.5,1.682,0.01682,0.2,841,46,5.9
Wil,Wil,01.01.2017,01.01.2017,68.7,580.515,5.80515,29.5,249.275,2.49275,0.2,1.69,0.0169,1.3,10.985,0.10985,173,9,126.8,30.8,1.69,0.0169,0.2,845,42,9.2
Wil,Wil,01.01.2018,01.01.2018,66.8,546.424,5.46424,30.6,250.308,2.50308,0.7,5.726,0.05726,1.5,12.27,0.1227,173,10,123,36.2,3.272,0.03272,0.4,818,51,9.9
Wil,Wil,01.01.2019,01.01.2019,67.2,583.968,5.83968,29.6,257.224,2.57224,1,8.69,0.0869,2,17.38,0.1738,166,5,116.8,35.9,1.738,0.01738,0.2,869,51,14.9
Wil,Wil,01.01.2020,01.01.2020,65.4,574.866,5.74866,30.3,266.337,2.66337,1.5,13.185,0.13185,2.5,21.975,0.21975,184,13,125,25.8,2.637,0.02637,0.3,879,38,5.4
Wil,Wil,01.01.2021,01.01.2021,62.7,567.435,5.67435,31.1,281.455,2.81455,2.5,22.625,0.22625,3.7,33.485,0.33485,184,17,123.7,20.8,0,0,0,905,31,10.6
Wil,Wil,01.01.2022,01.01.2022,61.2,561.204,5.61204,29.5,270.515,2.70515,3.9,35.763,0.35763,5.3,48.601,0.48601,179,6,118.1,28.4,0,0,0,917,43,5.1
,Wil,,01.01.2023,59.3,567.501,5.67501,28.7,274.659,2.74659,5.8,55.506,0.55506,6.3,60.291,0.60291,180,7,115.1,31.3,0,0,0,957,49,
,Winkel,,01.01.2002,95.6,2085.036,20.85036,4.4,95.964,0.95964,0,0,0,0,0,0,255,22,74.8,60.7,0,0,0,2181,207,
,Winkel,,01.01.2003,95,2108.05,21.0805,5,110.95,1.1095,0,0,0,0,0,0,273,25,78.7,53.3,0,0,0,2219,185,
,Winkel,,01.01.2004,93.4,2175.286,21.75286,6.5,151.385,1.51385,0,0,0,0,0,0,297,27,83.7,50.4,2.329,0.02329,0.1,2329,179,
,Winkel,,01.01.2005,92.2,2177.764,21.77764,7.7,181.874,1.81874,0,0,0,0,0,0,320,32,88.8,57.7,2.362,0.02362,0.1,2362,208,
,Winkel,,01.01.2006,89.9,2181.873,21.81873,9.6,232.992,2.32992,0,0,0,0.3,7.281,0.07281,332,40,90,49.6,2.427,0.02427,0.1,2427,183,
,Winkel,,01.01.2007,87.8,2209.048,22.09048,11.5,289.34,2.8934,0,0,0,0.4,10.064,0.10064,350,36,94.8,68.5,5.032,0.05032,0.2,2516,253,
,Winkel,,01.01.2008,86.1,2193.828,21.93828,12.8,326.144,3.26144,0,0,0,0.6,15.288,0.15288,354,47,93.8,55.1,12.74,0.1274,0.5,2548,208,
,Winkel,,01.01.2009,84.6,2199.6,21.996,14,364,3.64,0,0,0,0.9,23.4,0.234,363,27,93.9,50.2,10.4,0.104,0.4,2600,194,
Winkel,Winkel,01.01.2010,01.01.2010,83.9,2176.366,21.76366,14.8,383.912,3.83912,0,0,0,1,25.94,0.2594,350,24,90.3,54.4,10.376,0.10376,0.4,2594,211,6.9
Winkel,Winkel,01.01.2011,01.01.2011,81.9,2141.685,21.41685,16.2,423.63,4.2363,0,0,0,1.6,41.84,0.4184,351,27,89.4,56.8,7.845,0.07845,0.3,2615,223,5.9
Winkel,Winkel,01.01.2012,01.01.2012,79.1,2131.745,21.31745,18.8,506.66,5.0666,0,0,0,1.9,51.205,0.51205,366,34,93.8,67.6,8.085,0.08085,0.3,2695,264,7.6
Winkel,Winkel,01.01.2013,01.01.2013,76.3,2123.429,21.23429,21.3,592.779,5.92779,0,0,0,2.1,58.443,0.58443,370,32,90.6,61,8.349,0.08349,0.3,2783,249,8.4
Winkel,Winkel,01.01.2014,01.01.2014,74.9,2082.22,20.8222,22.4,622.72,6.2272,0.1,2.78,0.0278,2.2,61.16,0.6116,363,23,86.8,48.1,8.34,0.0834,0.3,2780,201,7.7
Winkel,Winkel,01.01.2015,01.01.2015,72.4,2028.648,20.28648,24.4,683.688,6.83688,0.4,11.208,0.11208,2.5,70.05,0.7005,383,36,92,56.9,8.406,0.08406,0.3,2802,237,9
Winkel,Winkel,01.01.2016,01.01.2016,70.7,2055.249,20.55249,25.5,741.285,7.41285,0.6,17.442,0.17442,2.8,81.396,0.81396,387,35,91.3,59.2,8.721,0.08721,0.3,2907,251,6.9
Winkel,Winkel,01.01.2017,01.01.2017,70.3,2111.812,21.11812,25.7,772.028,7.72028,0.7,21.028,0.21028,3.1,93.124,0.93124,403,32,92.3,54.8,9.012,0.09012,0.3,3004,239,9.5
Winkel,Winkel,01.01.2018,01.01.2018,70.1,2182.914,21.82914,25.3,787.842,7.87842,0.8,24.912,0.24912,3.6,112.104,1.12104,392,31,86.9,48.8,9.342,0.09342,0.3,3114,220,6.4
Winkel,Winkel,01.01.2019,01.01.2019,69.3,2086.623,20.86623,24.5,737.695,7.37695,1.3,39.143,0.39143,4.6,138.506,1.38506,387,41,85.9,56.1,6.022,0.06022,0.2,3011,253,5.7
Winkel,Winkel,01.01.2020,01.01.2020,67.5,2078.325,20.78325,24.4,751.276,7.51276,2.3,70.817,0.70817,5.7,175.503,1.75503,425,45,93.9,51.9,6.158,0.06158,0.2,3079,235,5.8
Winkel,Winkel,01.01.2021,01.01.2021,65.1,2044.791,20.44791,24.4,766.404,7.66404,2.8,87.948,0.87948,7.5,235.575,2.35575,469,58,100.9,47.5,6.282,0.06282,0.2,3141,221,6.8
Winkel,Winkel,01.01.2022,01.01.2022,64.3,2036.381,20.36381,22.7,718.909,7.18909,4.1,129.847,1.29847,8.8,278.696,2.78696,478,30,98.3,46.7,6.334,0.06334,0.2,3167,227,8
,Winkel,,01.01.2023,61.6,1965.656,19.65656,21.4,682.874,6.82874,5.6,178.696,1.78696,11.2,357.392,3.57392,468,25,96.4,44.7,6.382,0.06382,0.2,3191,217,
,Bachs,,01.01.2002,96.9,324.615,3.24615,3.1,10.385,0.10385,0,0,0,0,0,0,29,2,49.4,30.7,0,0,0,335,18,
,Bachs,,01.01.2003,95.6,315.48,3.1548,4.4,14.52,0.1452,0,0,0,0,0,0,40,2,69.6,29.6,0,0,0,330,17,
,Bachs,,01.01.2004,95.3,318.302,3.18302,4.7,15.698,0.15698,0,0,0,0,0,0,42,4,72.5,22.5,0,0,0,334,13,
,Bachs,,01.01.2005,93.6,319.176,3.19176,6.1,20.801,0.20801,0,0,0,0,0,0,44,4,77.1,26.3,1.023,0.01023,0.3,341,15,
,Bachs,,01.01.2006,90.6,310.758,3.10758,9.4,32.242,0.32242,0,0,0,0,0,0,46,8,82,30.3,0,0,0,343,17,
,Bachs,,01.01.2007,90.3,317.856,3.17856,9.7,34.144,0.34144,0,0,0,0,0,0,37,0,66.9,34.4,0,0,0,352,19,
,Bachs,,01.01.2008,88.6,312.758,3.12758,11.4,40.242,0.40242,0,0,0,0,0,0,47,2,84.2,26.9,0,0,0,353,15,
,Bachs,,01.01.2009,86.8,304.668,3.04668,12.9,45.279,0.45279,0,0,0,0,0,0,40,0,70.8,30.1,1.053,0.01053,0.3,351,17,
Bachs,Bachs,01.01.2010,01.01.2010,85.1,302.956,3.02956,14.6,51.976,0.51976,0,0,0,0,0,0,40,1,69.9,21,1.068,0.01068,0.3,356,12,3.5
Bachs,Bachs,01.01.2011,01.01.2011,84.2,304.804,3.04804,15.8,57.196,0.57196,0,0,0,0,0,0,49,5,85.5,27.9,0,0,0,362,16,1.8
Bachs,Bachs,01.01.2012,01.01.2012,79.2,290.664,2.90664,20.8,76.336,0.76336,0,0,0,0,0,0,47,6,82.9,42.3,0,0,0,367,24,5.2
Bachs,Bachs,01.01.2013,01.01.2013,76.1,284.614,2.84614,23.6,88.264,0.88264,0,0,0,0,0,0,42,1,73.2,17.4,1.122,0.01122,0.3,374,10,6.6
Bachs,Bachs,01.01.2014,01.01.2014,76.3,297.57,2.9757,23.2,90.48,0.9048,0.3,1.17,0.0117,0,0,0,47,1,77.4,36.2,1.17,0.0117,0.3,390,22,1.7
Bachs,Bachs,01.01.2015,01.01.2015,78.2,301.07,3.0107,21.3,82.005,0.82005,0.3,1.155,0.01155,0.3,1.155,0.01155,53,1,88.6,20.1,0,0,0,385,12,5.1
Bachs,Bachs,01.01.2016,01.01.2016,76.7,302.198,3.02198,22.3,87.862,0.87862,0.5,1.97,0.0197,0.3,1.182,0.01182,57,3,97.4,22.2,1.182,0.01182,0.3,394,13,10
Bachs,Bachs,01.01.2017,01.01.2017,73.1,282.897,2.82897,25.6,99.072,0.99072,0.3,1.161,0.01161,0.8,3.096,0.03096,60,0,99.8,30,1.161,0.01161,0.3,387,18,1.7
Bachs,Bachs,01.01.2018,01.01.2018,72.6,278.058,2.78058,25.3,96.899,0.96899,0.8,3.064,0.03064,1.3,4.979,0.04979,65,2,110.5,42.5,0,0,0,383,25,6.9
Bachs,Bachs,01.01.2019,01.01.2019,70.6,274.634,2.74634,26.8,104.252,1.04252,0.5,1.945,0.01945,1.8,7.002,0.07002,63,3,108.6,36.2,1.167,0.01167,0.3,389,21,15.1
Bachs,Bachs,01.01.2020,01.01.2020,69.8,270.824,2.70824,26.8,103.984,1.03984,0.5,1.94,0.0194,2.6,10.088,0.10088,55,1,92.3,33.6,1.164,0.01164,0.3,388,20,9.8
Bachs,Bachs,01.01.2021,01.01.2021,66.2,268.11,2.6811,29.6,119.88,1.1988,0.7,2.835,0.02835,3.5,14.175,0.14175,58,6,94.3,30.9,0,0,0,405,19,4.7
Bachs,Bachs,01.01.2022,01.01.2022,65,266.5,2.665,28.2,115.62,1.1562,2.5,10.25,0.1025,4.2,17.22,0.1722,59,2,93.2,31.6,0.82,0.0082,0.2,410,20,4.7
,Bachs,,01.01.2023,64.8,272.16,2.7216,26.1,109.62,1.0962,3.3,13.86,0.1386,5.5,23.1,0.231,59,4,92.3,20.3,0.84,0.0084,0.2,420,13,
,Boppelsen,,01.01.2002,95.6,622.356,6.22356,4.4,28.644,0.28644,0,0,0,0,0,0,87,6,81.5,47.8,0,0,0,651,51,
,Boppelsen,,01.01.2003,92.8,607.84,6.0784,6.9,45.195,0.45195,0,0,0,0,0,0,98,8,89.2,46.4,1.965,0.01965,0.3,655,51,
,Boppelsen,,01.01.2004,91.9,672.708,6.72708,7.9,57.828,0.57828,0,0,0,0,0,0,112,7,101.4,54.3,2.196,0.02196,0.3,732,60,
,Boppelsen,,01.01.2005,91.8,701.352,7.01352,7.9,60.356,0.60356,0,0,0,0,0,0,105,9,89.1,45,2.292,0.02292,0.3,764,53,
,Boppelsen,,01.01.2006,90.1,706.384,7.06384,9.7,76.048,0.76048,0,0,0,0,0,0,116,5,95.4,50.2,2.352,0.02352,0.3,784,61,
,Boppelsen,,01.01.2007,88.8,682.872,6.82872,10.5,80.745,0.80745,0,0,0,0,0,0,129,11,105.5,33.5,5.383,0.05383,0.7,769,41,
,Boppelsen,,01.01.2008,87,696.87,6.9687,11.7,93.717,0.93717,0,0,0,0.3,2.403,0.02403,132,8,105.6,49.6,8.01,0.0801,1,801,62,
,Boppelsen,,01.01.2009,84.9,682.596,6.82596,13.8,110.952,1.10952,0,0,0,0.3,2.412,0.02412,141,10,110.4,44.6,8.04,0.0804,1,804,57,
Boppelsen,Boppelsen,01.01.2010,01.01.2010,82.4,664.144,6.64144,15.8,127.348,1.27348,0,0,0,0.3,2.418,0.02418,138,11,106.7,41,12.09,0.1209,1.5,806,53,3.1
Boppelsen,Boppelsen,01.01.2011,01.01.2011,80.1,670.437,6.70437,17.8,148.986,1.48986,0,0,0,0.6,5.022,0.05022,135,8,105,45.1,13.392,0.13392,1.6,837,58,2.3
Boppelsen,Boppelsen,01.01.2012,01.01.2012,76.8,632.832,6.32832,21,173.04,1.7304,0,0,0,0.6,4.944,0.04944,133,11,103.4,58.3,13.184,0.13184,1.6,824,75,2.4
Boppelsen,Boppelsen,01.01.2013,01.01.2013,75,630.75,6.3075,22.9,192.589,1.92589,0,0,0,0.7,5.887,0.05887,133,4,104.4,56.5,10.933,0.10933,1.3,841,72,2.3
Boppelsen,Boppelsen,01.01.2014,01.01.2014,74.1,602.433,6.02433,23.8,193.494,1.93494,0.1,0.813,0.00813,0.9,7.317,0.07317,138,9,105.8,44.5,8.943,0.08943,1.1,813,58,2.3
Boppelsen,Boppelsen,01.01.2015,01.01.2015,72.5,609.725,6.09725,25.4,213.614,2.13614,0.2,1.682,0.01682,1.2,10.092,0.10092,149,7,116.4,46.9,5.887,0.05887,0.7,841,60,3.8
Boppelsen,Boppelsen,01.01.2016,01.01.2016,71.8,608.864,6.08864,26.3,223.024,2.23024,0.2,1.696,0.01696,1.1,9.328,0.09328,162,9,123,49.4,5.088,0.05088,0.6,848,65,5.3
Boppelsen,Boppelsen,01.01.2017,01.01.2017,71.3,604.624,6.04624,26.8,227.264,2.27264,0.2,1.696,0.01696,1.2,10.176,0.10176,165,5,125.2,50.1,4.24,0.0424,0.5,848,66,4.4
Boppelsen,Boppelsen,01.01.2018,01.01.2018,70.3,608.798,6.08798,27,233.82,2.3382,0.9,7.794,0.07794,1.3,11.258,0.11258,177,8,129.7,39.6,4.33,0.0433,0.5,866,54,1.5
Boppelsen,Boppelsen,01.01.2019,01.01.2019,68.9,624.923,6.24923,27.4,248.518,2.48518,1.1,9.977,0.09977,2.2,19.954,0.19954,176,7,128.3,44.5,3.628,0.03628,0.4,907,61,3.5
Boppelsen,Boppelsen,01.01.2020,01.01.2020,69.8,644.254,6.44254,24.9,229.827,2.29827,1.4,12.922,0.12922,3.5,32.305,0.32305,187,12,131.3,42.8,3.692,0.03692,0.4,923,61,4.8
Boppelsen,Boppelsen,01.01.2021,01.01.2021,67.6,640.172,6.40172,24.4,231.068,2.31068,2.3,21.781,0.21781,5.4,51.138,0.51138,193,16,131.7,41,2.841,0.02841,0.3,947,60,2.7
Boppelsen,Boppelsen,01.01.2022,01.01.2022,65.2,615.488,6.15488,23.8,224.672,2.24672,3.5,33.04,0.3304,7.1,67.024,0.67024,195,13,133.8,35,2.832,0.02832,0.3,944,51,6.2
,Boppelsen,,01.01.2023,62.1,586.224,5.86224,22.2,209.568,2.09568,5.6,52.864,0.52864,9.8,92.512,0.92512,195,9,134.1,50.2,2.832,0.02832,0.3,944,73,
,Buchs,,01.01.2002,95.3,2267.187,22.67187,4.7,111.813,1.11813,0,0,0,0,0,0,336,18,80,46.9,0,0,0,2379,197,
,Buchs,,01.01.2003,94.2,2324.856,23.24856,5.8,143.144,1.43144,0,0,0,0,0,0,352,41,82.9,42.6,0,0,0,2468,181,
,Buchs,,01.01.2004,92.7,2411.127,24.11127,7.2,187.272,1.87272,0,0,0,0,0,0,368,30,83.8,41,2.601,0.02601,0.1,2601,180,
,Buchs,,01.01.2005,91.3,2537.227,25.37227,8.6,238.994,2.38994,0,0,0,0,0,0,404,36,86.6,41.6,2.779,0.02779,0.1,2779,194,
,Buchs,,01.01.2006,89.3,2531.655,25.31655,10.5,297.675,2.97675,0,0,0,0.1,2.835,0.02835,400,37,80,38.2,2.835,0.02835,0.1,2835,191,
,Buchs,,01.01.2007,87.6,2508.864,25.08864,12,343.68,3.4368,0,0,0,0.2,5.728,0.05728,415,30,83.2,45.3,5.728,0.05728,0.2,2864,226,
,Buchs,,01.01.2008,85.8,2499.354,24.99354,13.6,396.168,3.96168,0,0,0,0.3,8.739,0.08739,431,33,84.6,44.9,8.739,0.08739,0.3,2913,229,
,Buchs,,01.01.2009,84.6,2499.084,24.99084,14.8,437.192,4.37192,0,0,0,0.3,8.862,0.08862,400,25,76.3,39.7,8.862,0.08862,0.3,2954,208,
Buchs,Buchs,01.01.2010,01.01.2010,82.9,2525.963,25.25963,16.2,493.614,4.93614,0,0,0,0.5,15.235,0.15235,388,18,73.6,42.1,9.141,0.09141,0.3,3047,222,7.2
Buchs,Buchs,01.01.2011,01.01.2011,80.3,2566.388,25.66388,18.8,600.848,6.00848,0,0,0,0.6,19.176,0.19176,404,27,73.2,46.7,9.588,0.09588,0.3,3196,258,6.1
Buchs,Buchs,01.01.2012,01.01.2012,77,2631.09,26.3109,22,751.74,7.5174,0,0,0,0.7,23.919,0.23919,413,25,72.6,51.5,10.251,0.10251,0.3,3417,293,6.3
Buchs,Buchs,01.01.2013,01.01.2013,75,2674.5,26.745,23.9,852.274,8.52274,0,0,0,0.8,28.528,0.28528,444,26,73.4,47.6,10.698,0.10698,0.3,3566,288,7.9
Buchs,Buchs,01.01.2014,01.01.2014,73.4,2625.518,26.25518,25.1,897.827,8.97827,0.1,3.577,0.03577,1,35.77,0.3577,464,32,75.2,39.5,10.731,0.10731,0.3,3577,244,6
Buchs,Buchs,01.01.2015,01.01.2015,70.8,2595.528,25.95528,27,989.82,9.8982,0.2,7.332,0.07332,1.3,47.658,0.47658,466,27,75.7,54.3,21.996,0.21996,0.6,3666,334,7
Buchs,Buchs,01.01.2016,01.01.2016,69.4,2550.45,25.5045,28.6,1051.05,10.5105,0.2,7.35,0.0735,1.5,55.125,0.55125,452,27,72.1,43.5,11.025,0.11025,0.3,3675,273,6.3
Buchs,Buchs,01.01.2017,01.01.2017,69,2563.35,25.6335,28.9,1073.635,10.73635,0.4,14.86,0.1486,1.5,55.725,0.55725,456,25,72.2,37.5,7.43,0.0743,0.2,3715,237,6.8
Buchs,Buchs,01.01.2018,01.01.2018,67.5,2515.725,25.15725,30,1118.1,11.181,0.4,14.908,0.14908,1.9,70.813,0.70813,484,32,76.8,36.5,7.454,0.07454,0.2,3727,230,5.5
Buchs,Buchs,01.01.2019,01.01.2019,67.1,2497.462,24.97462,29.6,1101.712,11.01712,0.8,29.776,0.29776,2.3,85.606,0.85606,490,27,76.7,39.3,7.444,0.07444,0.2,3722,251,7.3
Buchs,Buchs,01.01.2020,01.01.2020,66.5,2543.625,25.43625,29.6,1132.2,11.322,1.1,42.075,0.42075,2.6,99.45,0.9945,553,51,84.3,34.8,7.65,0.0765,0.2,3825,228,5.3
Buchs,Buchs,01.01.2021,01.01.2021,65.1,2501.793,25.01793,28.6,1099.098,10.99098,1.7,65.331,0.65331,4.4,169.092,1.69092,561,40,85.6,34,7.686,0.07686,0.2,3843,223,6.8
Buchs,Buchs,01.01.2022,01.01.2022,63.3,2449.077,24.49077,28.2,1091.058,10.91058,2.7,104.463,1.04463,5.8,224.402,2.24402,558,36,84.7,32.2,3.869,0.03869,0.1,3869,212,7.6
,Buchs,,01.01.2023,62.5,2473.75,24.7375,26.2,1036.996,10.36996,3.7,146.446,1.46446,7.5,296.85,2.9685,551,28,83.5,35.3,3.958,0.03958,0.1,3958,233,
,Dällikon,,01.01.2002,93.7,2050.156,20.50156,6.2,135.656,1.35656,0,0,0,0,0,0,259,17,78.7,56.5,0,0,0,2188,186,
,Dällikon,,01.01.2003,92,2013.88,20.1388,7.9,172.931,1.72931,0,0,0,0,0,0,276,24,82.6,57.1,2.189,0.02189,0.1,2189,191,
,Dällikon,,01.01.2004,89.9,2005.669,20.05669,10,223.1,2.231,0,0,0,0,0,0,297,21,87.2,51.7,2.231,0.02231,0.1,2231,176,
,Dällikon,,01.01.2005,88.1,1963.749,19.63749,11.7,260.793,2.60793,0,0,0,0,0,0,277,15,81.3,43.4,2.229,0.02229,0.1,2229,148,
,Dällikon,,01.01.2006,86.3,1927.079,19.27079,13.4,299.222,2.99222,0,0,0,0.3,6.699,0.06699,293,27,85.7,55.3,0,0,0,2233,189,
,Dällikon,,01.01.2007,85.2,1873.548,18.73548,14.3,314.457,3.14457,0,0,0,0.3,6.597,0.06597,321,31,93.2,42.1,4.398,0.04398,0.2,2199,145,
,Dällikon,,01.01.2008,83.3,1913.401,19.13401,16.2,372.114,3.72114,0,0,0,0.4,9.188,0.09188,341,33,96.9,56.3,4.594,0.04594,0.2,2297,198,
,Dällikon,,01.01.2009,81.2,1857.044,18.57044,18,411.66,4.1166,0,0,0,0.5,11.435,0.11435,313,21,87.2,47.1,6.861,0.06861,0.3,2287,169,
