BFS_NR,GEBIET_NAME,INDIKATOR_JAHR,Neuzulassungen  Dieselmotor [%],Neuzulassungen Benzinmotor [%],Neuzulassungen  Elektromotor [%],Neuzulassungen  Hybridantrieb [%],Neuzulassungen anderer Antrieb [%]
29,Flurlingen,2016,45.5,47.7,4.5,2.3,0
29,Flurlingen,2017,37.5,62.5,0,0,0
29,Flurlingen,2018,24.1,72.4,0,0,3.4
29,Flurlingen,2019,33.9,55.4,1.8,5.4,3.6
29,Flurlingen,2020,25,61.1,8.3,5.6,0
29,Flurlingen,2021,8.8,47.1,8.8,35.3,0
29,Flurlingen,2022,14.8,33.3,22.2,29.6,0
29,Flurlingen,2023,6.7,10,46.7,36.7,0
30,Andelfingen (bis 2022),2002,22.4,77.6,0,0,0
30,Andelfingen (bis 2022),2003,24.4,75.6,0,0,0
30,Andelfingen (bis 2022),2004,42.5,57.5,0,0,0
30,Andelfingen (bis 2022),2005,38.1,60.3,0,0,1.6
30,Andelfingen (bis 2022),2006,26.3,71.1,0,2.6,0
30,Andelfingen (bis 2022),2007,26.9,67.2,1.5,1.5,3
30,Andelfingen (bis 2022),2008,33.3,63.5,0,1.6,1.6
30,Andelfingen (bis 2022),2009,27.8,64.8,0,1.9,5.6
30,Andelfingen (bis 2022),2010,29.3,69.3,0,1.3,0
30,Andelfingen (bis 2022),2011,19.7,77,1.6,1.6,0
30,Andelfingen (bis 2022),2012,41.9,54.7,1.2,2.3,0
30,Andelfingen (bis 2022),2013,40.7,58,0,1.2,0
30,Andelfingen (bis 2022),2014,39.3,57.1,2.4,1.2,0
30,Andelfingen (bis 2022),2015,27.2,70.4,0,2.5,0
30,Andelfingen (bis 2022),2016,40.2,51.2,2.4,6.1,0
30,Andelfingen (bis 2022),2017,35.9,56.3,3.1,4.7,0
30,Andelfingen (bis 2022),2018,35.7,55.4,5.4,1.8,1.8
30,Andelfingen (bis 2022),2019,26.6,56.3,6.3,10.9,0
30,Andelfingen (bis 2022),2020,33.3,38.1,19,9.5,0
30,Andelfingen (bis 2022),2021,20,38.2,18.2,23.6,0
30,Andelfingen (bis 2022),2022,14.3,36.7,26.5,22.4,0
31,Henggart,2002,17.5,82.5,0,0,0
31,Henggart,2003,18.2,81.8,0,0,0
31,Henggart,2004,27.5,72.5,0,0,0
31,Henggart,2005,26.5,73.5,0,0,0
31,Henggart,2006,32.2,67.8,0,0,0
31,Henggart,2007,20.5,77.3,0,2.3,0
31,Henggart,2008,16.7,81.3,0,0,2.1
31,Henggart,2009,24.6,75.4,0,0,0
31,Henggart,2010,32.8,67.2,0,0,0
31,Henggart,2011,24.7,72.7,0,2.6,0
31,Henggart,2012,35.2,64.8,0,0,0
31,Henggart,2013,33.3,65.3,0,1.3,0
31,Henggart,2014,32.9,64.4,1.4,1.4,0
31,Henggart,2015,41.5,56.1,1.2,0,1.2
31,Henggart,2016,47.8,46.3,1.5,4.5,0
31,Henggart,2017,35,56.7,5,3.3,0
31,Henggart,2018,29.5,55.7,6.6,6.6,1.6
31,Henggart,2019,23.1,61.5,12.3,3.1,0
31,Henggart,2020,22,56,10,10,2
31,Henggart,2021,13,41.3,21.7,23.9,0
31,Henggart,2022,7.7,38.5,26.9,26.9,0
31,Henggart,2023,2.6,23.1,33.3,41,0
32,Humlikon (bis 2022),2002,15.4,84.6,0,0,0
32,Humlikon (bis 2022),2003,30.8,69.2,0,0,0
32,Humlikon (bis 2022),2004,28.6,71.4,0,0,0
32,Humlikon (bis 2022),2005,21.4,78.6,0,0,0
32,Humlikon (bis 2022),2006,20,80,0,0,0
32,Humlikon (bis 2022),2007,44.4,55.6,0,0,0
32,Humlikon (bis 2022),2008,30,60,0,10,0
32,Humlikon (bis 2022),2009,30.8,69.2,0,0,0
32,Humlikon (bis 2022),2010,16.7,83.3,0,0,0
32,Humlikon (bis 2022),2011,22.2,77.8,0,0,0
32,Humlikon (bis 2022),2012,57.9,36.8,0,5.3,0
32,Humlikon (bis 2022),2013,33.3,60,0,6.7,0
32,Humlikon (bis 2022),2014,28.6,71.4,0,0,0
32,Humlikon (bis 2022),2015,50,50,0,0,0
32,Humlikon (bis 2022),2016,38.5,61.5,0,0,0
32,Humlikon (bis 2022),2017,38.1,47.6,0,14.3,0
32,Humlikon (bis 2022),2018,45.5,45.5,0,9.1,0
32,Humlikon (bis 2022),2019,28.6,64.3,0,7.1,0
32,Humlikon (bis 2022),2020,25,75,0,0,0
32,Humlikon (bis 2022),2021,10,50,10,30,0
32,Humlikon (bis 2022),2022,33.3,33.3,0,33.3,0
33,Kleinandelfingen,2002,24.1,75.9,0,0,0
33,Kleinandelfingen,2003,21.7,78.3,0,0,0
33,Kleinandelfingen,2004,26.6,73.4,0,0,0
33,Kleinandelfingen,2005,58,42,0,0,0
33,Kleinandelfingen,2006,34.7,62.7,0,2.7,0
33,Kleinandelfingen,2007,35.5,62.9,0,0,1.6
33,Kleinandelfingen,2008,31,67.6,0,0,1.4
33,Kleinandelfingen,2009,18.9,81.1,0,0,0
33,Kleinandelfingen,2010,20,80,0,0,0
33,Kleinandelfingen,2011,27.8,70.8,0,1.4,0
33,Kleinandelfingen,2012,39.2,59.5,1.3,0,0
33,Kleinandelfingen,2013,34.2,60.5,0,3.9,1.3
33,Kleinandelfingen,2014,45.1,52.1,0,1.4,1.4
33,Kleinandelfingen,2015,26.1,66.7,0,7.2,0
33,Kleinandelfingen,2016,48.1,49.4,0,2.5,0
33,Kleinandelfingen,2017,29.4,66.2,0,4.4,0
33,Kleinandelfingen,2018,24.5,66,3.8,5.7,0
33,Kleinandelfingen,2019,26.2,58.5,1.5,13.8,0
33,Kleinandelfingen,2020,29.4,61.8,0,8.8,0
33,Kleinandelfingen,2021,20,33.3,15.6,31.1,0
33,Kleinandelfingen,2022,27.1,29.2,18.8,25,0
33,Kleinandelfingen,2023,10.5,44.7,23.7,21.1,0
34,Laufen-Uhwiesen,2002,22,78,0,0,0
34,Laufen-Uhwiesen,2003,11.3,88.7,0,0,0
34,Laufen-Uhwiesen,2004,33.3,66.7,0,0,0
34,Laufen-Uhwiesen,2005,20,80,0,0,0
34,Laufen-Uhwiesen,2006,19.6,80.4,0,0,0
34,Laufen-Uhwiesen,2007,42.5,55,0,2.5,0
34,Laufen-Uhwiesen,2008,22.9,75,0,0,2.1
34,Laufen-Uhwiesen,2009,26.5,67.6,0,5.9,0
34,Laufen-Uhwiesen,2010,19.6,74.5,0,5.9,0
34,Laufen-Uhwiesen,2011,26.7,66.7,0,4.4,2.2
34,Laufen-Uhwiesen,2012,40,56.7,1.7,0,1.7
34,Laufen-Uhwiesen,2013,32.8,65.6,0,1.6,0
34,Laufen-Uhwiesen,2014,29.2,66.2,1.5,3.1,0
34,Laufen-Uhwiesen,2015,43.9,50,3,3,0
34,Laufen-Uhwiesen,2016,25,70,1.7,3.3,0
34,Laufen-Uhwiesen,2017,42.6,53.2,4.3,0,0
34,Laufen-Uhwiesen,2018,24.6,66.7,7,1.8,0
34,Laufen-Uhwiesen,2019,23.9,60.9,8.7,6.5,0
34,Laufen-Uhwiesen,2020,20,60,4.4,15.6,0
34,Laufen-Uhwiesen,2021,15.1,49.1,15.1,20.8,0
34,Laufen-Uhwiesen,2022,5.3,34.2,34.2,26.3,0
34,Laufen-Uhwiesen,2023,9.1,18.2,34.1,38.6,0
35,Marthalen,2002,16.9,83.1,0,0,0
35,Marthalen,2003,18.9,81.1,0,0,0
35,Marthalen,2004,15.7,84.3,0,0,0
35,Marthalen,2005,20,76,0,0,4
35,Marthalen,2006,32.7,63.6,0,3.6,0
35,Marthalen,2007,25.5,72.7,0,1.8,0
35,Marthalen,2008,29.2,64.6,0,6.3,0
35,Marthalen,2009,30.6,61.2,2,6.1,0
35,Marthalen,2010,14.1,81.3,1.6,3.1,0
35,Marthalen,2011,36.2,58,0,5.8,0
35,Marthalen,2012,26.6,64.1,1.6,7.8,0
35,Marthalen,2013,31.9,59.4,0,8.7,0
35,Marthalen,2014,33.3,58.7,1.3,6.7,0
35,Marthalen,2015,32.1,55.4,0,12.5,0
35,Marthalen,2016,37.7,54.1,3.3,3.3,1.6
35,Marthalen,2017,25.7,55.7,0,18.6,0
35,Marthalen,2018,29.8,51.1,2.1,17,0
35,Marthalen,2019,15.4,50,5.8,28.8,0
35,Marthalen,2020,33.3,42.2,6.7,17.8,0
35,Marthalen,2021,19,47.6,14.3,16.7,2.4
35,Marthalen,2022,17.4,52.2,13,17.4,0
35,Marthalen,2023,9.5,38.1,21.4,31,0
36,Oberstammheim (bis 2018),2002,21.1,78.9,0,0,0
36,Oberstammheim (bis 2018),2003,19,81,0,0,0
36,Oberstammheim (bis 2018),2004,27.3,72.7,0,0,0
36,Oberstammheim (bis 2018),2005,17.6,76.5,0,0,5.9
36,Oberstammheim (bis 2018),2006,26.7,73.3,0,0,0
36,Oberstammheim (bis 2018),2007,35,65,0,0,0
36,Oberstammheim (bis 2018),2008,33.3,62.5,0,4.2,0
36,Oberstammheim (bis 2018),2009,25,75,0,0,0
36,Oberstammheim (bis 2018),2010,26.1,69.6,0,4.3,0
36,Oberstammheim (bis 2018),2011,33.3,66.7,0,0,0
36,Oberstammheim (bis 2018),2012,27.3,72.7,0,0,0
36,Oberstammheim (bis 2018),2013,21.4,67.9,7.1,3.6,0
36,Oberstammheim (bis 2018),2014,41.2,41.2,11.8,5.9,0
36,Oberstammheim (bis 2018),2015,27.6,69,3.4,0,0
36,Oberstammheim (bis 2018),2016,38.1,47.6,0,14.3,0
36,Oberstammheim (bis 2018),2017,43.8,56.3,0,0,0
36,Oberstammheim (bis 2018),2018,25,75,0,0,0
37,Ossingen,2002,16.7,83.3,0,0,0
37,Ossingen,2003,27.6,72.4,0,0,0
37,Ossingen,2004,10.5,89.5,0,0,0
37,Ossingen,2005,23.8,76.2,0,0,0
37,Ossingen,2006,24,76,0,0,0
37,Ossingen,2007,29.2,66.7,0,0,4.2
37,Ossingen,2008,40.9,59.1,0,0,0
37,Ossingen,2009,23.1,73.1,0,3.8,0
37,Ossingen,2010,24,76,0,0,0
37,Ossingen,2011,37.5,53.1,0,6.3,3.1
37,Ossingen,2012,35.6,64.4,0,0,0
37,Ossingen,2013,33.3,66.7,0,0,0
37,Ossingen,2014,41.9,48.4,3.2,6.5,0
37,Ossingen,2015,30.8,64.1,2.6,2.6,0
37,Ossingen,2016,28.1,71.9,0,0,0
37,Ossingen,2017,41.9,54.8,0,3.2,0
37,Ossingen,2018,31.6,60.5,0,7.9,0
37,Ossingen,2019,35.1,48.6,8.1,8.1,0
37,Ossingen,2020,24.1,48.3,10.3,17.2,0
37,Ossingen,2021,18.5,40.7,18.5,22.2,0
37,Ossingen,2022,4.5,54.5,13.6,27.3,0
37,Ossingen,2023,14.7,32.4,26.5,26.5,0
38,Rheinau,2002,23.8,76.2,0,0,0
38,Rheinau,2003,35.7,64.3,0,0,0
38,Rheinau,2004,28,72,0,0,0
38,Rheinau,2005,25,75,0,0,0
38,Rheinau,2006,32.4,67.6,0,0,0
38,Rheinau,2007,19.4,77.8,0,0,2.8
38,Rheinau,2008,24,72,0,0,4
38,Rheinau,2009,18.4,81.6,0,0,0
38,Rheinau,2010,13.3,86.7,0,0,0
38,Rheinau,2011,56.8,40.5,0,2.7,0
38,Rheinau,2012,26.5,63.3,0,10.2,0
38,Rheinau,2013,32.7,63.6,0,3.6,0
38,Rheinau,2014,28.6,60.7,3.6,7.1,0
38,Rheinau,2015,41,53.8,2.6,2.6,0
38,Rheinau,2016,38.2,52.9,0,8.8,0
38,Rheinau,2017,25,62.5,8.3,4.2,0
38,Rheinau,2018,25.9,70.4,0,3.7,0
38,Rheinau,2019,9.5,76.2,4.8,9.5,0
38,Rheinau,2020,8.3,66.7,8.3,16.7,0
38,Rheinau,2021,10.5,42.1,21.1,26.3,0
38,Rheinau,2022,21.1,31.6,15.8,31.6,0
38,Rheinau,2023,12.5,33.3,33.3,20.8,0
39,Thalheim a.d.Th.,2002,18.2,81.8,0,0,0
39,Thalheim a.d.Th.,2003,57.1,42.9,0,0,0
39,Thalheim a.d.Th.,2004,27.8,72.2,0,0,0
39,Thalheim a.d.Th.,2005,22.2,77.8,0,0,0
39,Thalheim a.d.Th.,2006,23.1,73.1,0,3.8,0
39,Thalheim a.d.Th.,2007,33.3,60,0,6.7,0
39,Thalheim a.d.Th.,2008,25,67.9,0,7.1,0
39,Thalheim a.d.Th.,2009,38.1,57.1,0,4.8,0
39,Thalheim a.d.Th.,2010,33.3,63.6,0,3,0
39,Thalheim a.d.Th.,2011,32.3,64.5,0,3.2,0
39,Thalheim a.d.Th.,2012,43.6,56.4,0,0,0
39,Thalheim a.d.Th.,2013,40,54.3,2.9,2.9,0
39,Thalheim a.d.Th.,2014,42.9,42.9,0,14.3,0
39,Thalheim a.d.Th.,2015,42.4,57.6,0,0,0
39,Thalheim a.d.Th.,2016,40,51.4,2.9,5.7,0
39,Thalheim a.d.Th.,2017,34.3,54.3,8.6,2.9,0
39,Thalheim a.d.Th.,2018,35.1,48.6,5.4,10.8,0
39,Thalheim a.d.Th.,2019,25,50,14.3,10.7,0
39,Thalheim a.d.Th.,2020,21.7,43.5,8.7,26.1,0
39,Thalheim a.d.Th.,2021,19,33.3,19,28.6,0
39,Thalheim a.d.Th.,2022,22.2,33.3,38.9,5.6,0
39,Thalheim a.d.Th.,2023,6.3,25,34.4,34.4,0
40,Trüllikon,2002,5.9,94.1,0,0,0
40,Trüllikon,2003,21.4,78.6,0,0,0
40,Trüllikon,2004,19,76.2,0,0,4.8
40,Trüllikon,2005,19.2,80.8,0,0,0
40,Trüllikon,2006,40.9,59.1,0,0,0
40,Trüllikon,2007,17.9,78.6,0,3.6,0
40,Trüllikon,2008,19,81,0,0,0
40,Trüllikon,2009,45,55,0,0,0
40,Trüllikon,2010,27.6,72.4,0,0,0
40,Trüllikon,2011,41.9,48.4,0,6.5,3.2
40,Trüllikon,2012,30,66.7,0,3.3,0
40,Trüllikon,2013,20.8,75,0,4.2,0
40,Trüllikon,2014,37.5,62.5,0,0,0
40,Trüllikon,2015,53.8,42.3,0,3.8,0
40,Trüllikon,2016,34.8,60.9,0,4.3,0
40,Trüllikon,2017,30,50,5,15,0
40,Trüllikon,2018,29.4,41.2,11.8,17.6,0
40,Trüllikon,2019,25,60,0,15,0
40,Trüllikon,2020,26.1,47.8,8.7,17.4,0
40,Trüllikon,2021,5.9,70.6,11.8,11.8,0
40,Trüllikon,2022,5.6,38.9,50,5.6,0
40,Trüllikon,2023,22.2,0,38.9,38.9,0
41,Truttikon,2002,33.3,66.7,0,0,0
41,Truttikon,2003,18.2,81.8,0,0,0
41,Truttikon,2004,0,100,0,0,0
41,Truttikon,2005,16.7,83.3,0,0,0
41,Truttikon,2006,36.4,63.6,0,0,0
41,Truttikon,2007,21.4,78.6,0,0,0
41,Truttikon,2008,37.5,62.5,0,0,0
41,Truttikon,2009,25,75,0,0,0
41,Truttikon,2010,0,100,0,0,0
41,Truttikon,2011,30.8,69.2,0,0,0
41,Truttikon,2012,33.3,58.3,0,8.3,0
41,Truttikon,2013,35,65,0,0,0
41,Truttikon,2014,37.5,62.5,0,0,0
41,Truttikon,2015,25,75,0,0,0
41,Truttikon,2016,28.6,71.4,0,0,0
41,Truttikon,2017,33.3,66.7,0,0,0
41,Truttikon,2018,20,60,0,20,0
41,Truttikon,2019,10,80,10,0,0
41,Truttikon,2020,16.7,33.3,16.7,33.3,0
41,Truttikon,2021,21.4,35.7,35.7,7.1,0
41,Truttikon,2022,10,30,30,30,0
41,Truttikon,2023,0,37.5,50,12.5,0
42,Unterstammheim (bis 2018),2002,20,80,0,0,0
42,Unterstammheim (bis 2018),2003,29,71,0,0,0
42,Unterstammheim (bis 2018),2004,45,55,0,0,0
42,Unterstammheim (bis 2018),2005,28.6,71.4,0,0,0
42,Unterstammheim (bis 2018),2006,30.4,69.6,0,0,0
42,Unterstammheim (bis 2018),2007,28,68,0,0,4
42,Unterstammheim (bis 2018),2008,34.5,55.2,0,6.9,3.4
42,Unterstammheim (bis 2018),2009,30,70,0,0,0
42,Unterstammheim (bis 2018),2010,38.9,61.1,0,0,0
42,Unterstammheim (bis 2018),2011,28,72,0,0,0
42,Unterstammheim (bis 2018),2012,28.6,71.4,0,0,0
42,Unterstammheim (bis 2018),2013,44.4,50,0,5.6,0
42,Unterstammheim (bis 2018),2014,36.4,63.6,0,0,0
42,Unterstammheim (bis 2018),2015,45.5,54.5,0,0,0
42,Unterstammheim (bis 2018),2016,52.9,41.2,5.9,0,0
42,Unterstammheim (bis 2018),2017,18.2,72.7,0,4.5,4.5
42,Unterstammheim (bis 2018),2018,9.1,77.3,9.1,0,4.5
43,Volken,2002,22.2,77.8,0,0,0
43,Volken,2003,14.3,85.7,0,0,0
43,Volken,2004,22.2,77.8,0,0,0
43,Volken,2005,40,60,0,0,0
43,Volken,2006,0,66.7,0,33.3,0
43,Volken,2007,12.5,75,0,12.5,0
43,Volken,2008,8.3,91.7,0,0,0
43,Volken,2009,22.2,77.8,0,0,0
43,Volken,2010,0,100,0,0,0
43,Volken,2011,71.4,28.6,0,0,0
43,Volken,2012,42.9,57.1,0,0,0
43,Volken,2013,42.9,57.1,0,0,0
43,Volken,2014,12.5,87.5,0,0,0
43,Volken,2015,22.2,77.8,0,0,0
43,Volken,2016,60,40,0,0,0
43,Volken,2017,50,40,10,0,0
43,Volken,2018,7.1,92.9,0,0,0
43,Volken,2019,12.5,62.5,12.5,12.5,0
43,Volken,2020,25,75,0,0,0
43,Volken,2021,22.2,55.6,11.1,11.1,0
43,Volken,2022,9.1,45.5,9.1,36.4,0
43,Volken,2023,16.7,33.3,16.7,33.3,0
44,Waltalingen (bis 2018),2002,5.6,94.4,0,0,0
44,Waltalingen (bis 2018),2003,27.3,72.7,0,0,0
44,Waltalingen (bis 2018),2004,41.7,58.3,0,0,0
44,Waltalingen (bis 2018),2005,21.4,78.6,0,0,0
44,Waltalingen (bis 2018),2006,14.3,85.7,0,0,0
44,Waltalingen (bis 2018),2007,6.3,87.5,0,0,6.3
44,Waltalingen (bis 2018),2008,20,70,0,0,10
44,Waltalingen (bis 2018),2009,35.7,64.3,0,0,0
44,Waltalingen (bis 2018),2010,17.4,82.6,0,0,0
44,Waltalingen (bis 2018),2011,31.6,68.4,0,0,0
44,Waltalingen (bis 2018),2012,13.3,73.3,0,6.7,6.7
44,Waltalingen (bis 2018),2013,50,50,0,0,0
44,Waltalingen (bis 2018),2014,33.3,53.3,6.7,6.7,0
44,Waltalingen (bis 2018),2015,70.6,23.5,5.9,0,0
44,Waltalingen (bis 2018),2016,41.2,58.8,0,0,0
44,Waltalingen (bis 2018),2017,60,33.3,6.7,0,0
44,Waltalingen (bis 2018),2018,45.5,54.5,0,0,0
51,Bachenbülach,2002,25.4,74.6,0,0,0
51,Bachenbülach,2003,21.1,78.9,0,0,0
51,Bachenbülach,2004,25,74.4,0,0,0.6
51,Bachenbülach,2005,26.9,73.1,0,0,0
51,Bachenbülach,2006,33.8,64.4,0,1.9,0
51,Bachenbülach,2007,25.6,72.6,0,1.2,0.6
51,Bachenbülach,2008,36.8,62.1,0,0,1.1
51,Bachenbülach,2009,32.2,63.7,0,2.9,1.2
51,Bachenbülach,2010,29.2,68.1,0,2.7,0
51,Bachenbülach,2011,39,57.8,0.5,2.3,0.5
51,Bachenbülach,2012,36.5,62.6,0,0.9,0
51,Bachenbülach,2013,32.7,63.8,0.5,3,0
51,Bachenbülach,2014,41.1,54.3,0.9,3.2,0.5
51,Bachenbülach,2015,47.6,49,0.5,2.9,0
51,Bachenbülach,2016,41.8,51.1,0.9,4.4,1.8
51,Bachenbülach,2017,47.5,47.5,0.6,4.4,0
51,Bachenbülach,2018,37.5,52.7,1.6,7.6,0.5
51,Bachenbülach,2019,29.8,59.6,3.7,6.9,0
51,Bachenbülach,2020,16.7,56.4,9,17.9,0
51,Bachenbülach,2021,14.6,31.7,20.1,33.5,0
51,Bachenbülach,2022,14.9,33.8,23,28.4,0
51,Bachenbülach,2023,6.8,37.3,24.2,31.7,0
52,Bassersdorf,2002,18.5,81.5,0,0,0
52,Bassersdorf,2003,18.5,81.2,0,0,0.3
52,Bassersdorf,2004,22.7,76.7,0,0,0.6
52,Bassersdorf,2005,23.1,76.4,0,0,0.6
52,Bassersdorf,2006,27.4,70.5,0,1.5,0.6
52,Bassersdorf,2007,30.7,67.2,0,1.6,0.5
52,Bassersdorf,2008,26.9,71.7,0,0.3,1.2
52,Bassersdorf,2009,26.8,72.6,0,0.6,0
52,Bassersdorf,2010,23.6,75.1,0,1.1,0.3
52,Bassersdorf,2011,30.3,67.3,0,2.2,0.2
52,Bassersdorf,2012,39.5,59.4,0,1.1,0
52,Bassersdorf,2013,33,64.3,0,1.8,1
52,Bassersdorf,2014,41.5,54.5,1.8,2.3,0
52,Bassersdorf,2015,37.4,59.2,1.1,2.3,0
52,Bassersdorf,2016,33.6,62.4,2,2,0
52,Bassersdorf,2017,38.5,56.3,1.7,3.5,0
52,Bassersdorf,2018,30.9,62.7,1.7,4.4,0.2
52,Bassersdorf,2019,23.9,62.2,4.5,9.5,0
52,Bassersdorf,2020,23.2,57,6.8,12.7,0.3
52,Bassersdorf,2021,17.5,41.5,9.3,31.6,0
52,Bassersdorf,2022,15.2,35.4,16,33.5,0
52,Bassersdorf,2023,13.4,36.8,19.7,30.2,0
53,Bülach,2002,17.6,82,0,0,0.4
53,Bülach,2003,17.8,81.3,0,0,0.9
53,Bülach,2004,21.4,77.6,0,0,1
53,Bülach,2005,29.6,69.2,0,0,1.1
53,Bülach,2006,25.1,71.8,0,1,2.1
53,Bülach,2007,29,68.2,0,1.4,1.4
53,Bülach,2008,24.2,73.8,0,1.4,0.6
53,Bülach,2009,23.2,73.2,0,1.6,2
53,Bülach,2010,21.9,75.6,0,2.3,0.2
53,Bülach,2011,24.5,71.4,0,3,1
53,Bülach,2012,29.9,67.7,0,2,0.3
53,Bülach,2013,31,64.9,0,3.2,0.8
53,Bülach,2014,29.2,66.2,0.9,3.5,0.2
53,Bülach,2015,35.3,59.8,1.3,2.9,0.7
53,Bülach,2016,35.1,60,1,3.6,0.3
53,Bülach,2017,35.9,57.1,1.3,5.1,0.6
53,Bülach,2018,26.5,66.4,2.7,4.1,0.4
53,Bülach,2019,23,66.1,3.3,7.5,0.2
53,Bülach,2020,23.1,59.3,5,11.8,0.8
53,Bülach,2021,15.3,45.3,10.2,29.2,0
53,Bülach,2022,8,41.5,16.6,33.9,0
53,Bülach,2023,8.3,35.4,18.3,38,0
54,Dietlikon,2002,18.9,80.9,0,0,0.3
54,Dietlikon,2003,21.8,78.2,0,0,0
54,Dietlikon,2004,27.2,72.8,0,0,0
54,Dietlikon,2005,25.5,74.2,0,0,0.3
54,Dietlikon,2006,29.4,69.2,0,1,0.3
54,Dietlikon,2007,31.8,65.9,0,1.3,1
54,Dietlikon,2008,38,60.2,0,1,0.7
54,Dietlikon,2009,37.5,60.4,0,1.7,0.3
54,Dietlikon,2010,38.5,59.2,0.3,2,0
54,Dietlikon,2011,45.6,53.7,0,0.7,0
54,Dietlikon,2012,42.5,56.1,0.2,1.2,0
54,Dietlikon,2013,49.3,47.8,0,3,0
54,Dietlikon,2014,52.9,44.6,0.3,1.3,1
54,Dietlikon,2015,53.9,44.6,0.2,1.2,0
54,Dietlikon,2016,54.4,39.6,3.6,1.6,0.8
54,Dietlikon,2017,44,46.5,3,4.4,1.9
54,Dietlikon,2018,46.2,44.6,3,4.3,1.9
54,Dietlikon,2019,38.9,44.1,4.7,11.8,0.5
54,Dietlikon,2020,26.2,54.3,4.3,15.2,0
54,Dietlikon,2021,17.3,36.7,15.9,30,0
54,Dietlikon,2022,14.3,30,18.3,37,0.4
54,Dietlikon,2023,16.2,23.8,27.3,32.7,0
55,Eglisau,2002,10.4,89.6,0,0,0
55,Eglisau,2003,18.3,81.7,0,0,0
55,Eglisau,2004,18.1,81.9,0,0,0
55,Eglisau,2005,28.1,70.5,0,0,1.4
55,Eglisau,2006,30.3,67.4,0,0,2.3
55,Eglisau,2007,18.9,76.5,0,1.5,3
55,Eglisau,2008,26.3,69.3,0,2.2,2.2
55,Eglisau,2009,18.8,77.4,0,1.5,2.3
55,Eglisau,2010,26.3,71.8,0,0.6,1.3
55,Eglisau,2011,27.5,71.4,0,0.5,0.5
55,Eglisau,2012,32.4,64.3,0,2.4,1
55,Eglisau,2013,31.9,61.6,0.5,4.3,1.6
55,Eglisau,2014,35.8,60.3,0.6,3.4,0
55,Eglisau,2015,39.8,55.1,2.3,2.3,0.6
55,Eglisau,2016,41.1,53.5,1.1,3.8,0.5
55,Eglisau,2017,34.3,56,1.8,6.6,1.2
55,Eglisau,2018,24.8,68.1,2.8,3.5,0.7
55,Eglisau,2019,24.1,57.6,7.6,10.8,0
55,Eglisau,2020,23.5,45,12.8,18.8,0
55,Eglisau,2021,10.5,44.1,18.9,25.9,0.7
55,Eglisau,2022,8.6,35.3,29.5,25.9,0.7
55,Eglisau,2023,4.8,27.8,38.1,29.4,0
56,Embrach,2002,19,81,0,0,0
56,Embrach,2003,18.9,81.1,0,0,0
56,Embrach,2004,29.5,70.5,0,0,0
56,Embrach,2005,19.3,80.4,0,0,0.3
56,Embrach,2006,26.1,73,0,0.3,0.6
56,Embrach,2007,38.6,59.4,0,1.2,0.9
56,Embrach,2008,33.3,65.3,0,0.7,0.7
56,Embrach,2009,30.1,67.7,0,1.8,0.4
56,Embrach,2010,25.3,72.7,0,1.7,0.3
56,Embrach,2011,31.8,65.8,0.3,1.8,0.3
56,Embrach,2012,37.3,59.9,0,2.8,0
56,Embrach,2013,34.3,62.6,0,3,0
56,Embrach,2014,28.8,66.9,1.3,3,0
56,Embrach,2015,39.6,56.2,1.6,2.3,0.3
56,Embrach,2016,44.4,52.6,1,2,0
56,Embrach,2017,33.7,59.6,1.9,4.2,0.6
56,Embrach,2018,29.3,63.6,2.2,4.4,0.6
56,Embrach,2019,25.9,65.2,3.9,5.1,0
56,Embrach,2020,26.3,54.3,5.4,13.7,0.4
56,Embrach,2021,20.6,37.5,15.5,26.4,0
56,Embrach,2022,15.3,35.2,19.1,30.5,0
56,Embrach,2023,8.8,32.6,25.5,33.1,0
57,Freienstein-Teufen,2002,18.9,81.1,0,0,0
57,Freienstein-Teufen,2003,17.5,82.5,0,0,0
57,Freienstein-Teufen,2004,15,85,0,0,0
57,Freienstein-Teufen,2005,26.6,73.4,0,0,0
57,Freienstein-Teufen,2006,28.4,71.6,0,0,0
57,Freienstein-Teufen,2007,20.5,75.3,0,1.4,2.7
57,Freienstein-Teufen,2008,14.6,81.3,0,2.1,2.1
57,Freienstein-Teufen,2009,21.7,78.3,0,0,0
57,Freienstein-Teufen,2010,16.2,81.1,0,2.7,0
57,Freienstein-Teufen,2011,34.2,65.8,0,0,0
57,Freienstein-Teufen,2012,22.9,73.4,0,3.7,0
57,Freienstein-Teufen,2013,29.9,61.2,1.5,7.5,0
57,Freienstein-Teufen,2014,28.4,69.3,0,2.3,0
57,Freienstein-Teufen,2015,33.8,57.7,1.4,7,0
57,Freienstein-Teufen,2016,35.4,58.5,3.7,2.4,0
57,Freienstein-Teufen,2017,32.9,60.8,1.3,5.1,0
57,Freienstein-Teufen,2018,20.3,75,1.6,0,3.1
57,Freienstein-Teufen,2019,17.1,67.1,6.6,9.2,0
57,Freienstein-Teufen,2020,18.2,54.5,9.1,18.2,0
57,Freienstein-Teufen,2021,12.3,50.7,16.4,20.5,0
57,Freienstein-Teufen,2022,5.9,31.4,29.4,33.3,0
57,Freienstein-Teufen,2023,7.5,26.4,22.6,43.4,0
58,Glattfelden,2002,17,83,0,0,0
58,Glattfelden,2003,25.4,74.6,0,0,0
58,Glattfelden,2004,25.2,74,0,0,0.8
